marketTick;assetId;buyQuote;sellQuote;date;time
0;ONE2-USD;0.20785731;0.20785731;2021-12-17 21:56:11;1644287618
0;KDA-USD;8.504268;8.504268;2022-02-08 02:32:00;1644287618
0;BSV-USD;103.33404;103.33404;2022-02-08 02:32:00;1644287618
0;KSM-USD;202.90283;202.90283;2022-02-08 02:32:00;1644287618
0;CHZ-USD;0.23484617;0.23484617;2022-02-08 02:32:00;1644287618
0;NEO-USD;23.916594;23.916594;2022-02-08 02:32:00;1644287618
0;QNT-USD;153.23454;153.23454;2022-02-08 02:32:00;1644287618
0;AMP1-USD;0.04849663;0.04849663;2021-12-17 21:56:10;1644287618
0;STX1-USD;0.00757057;0.00757057;2022-02-08 02:32:00;1644287618
0;CRV-USD;3.6172686;3.6172686;2022-02-08 02:32:00;1644287618
0;HOT1-USD;0.0057717343;0.0057717343;2022-02-08 02:32:00;1644287618
0;WAVES-USD;11.072624;11.072624;2022-02-08 02:32:00;1644287618
0;BAT-USD;0.9702648;0.9702648;2022-02-08 02:32:00;1644287618
0;BTT1-USD;0.021984264;0.021984264;2022-02-08 02:32:00;1644287618
0;DASH-USD;116.66805;116.66805;2022-02-08 02:32:00;1644287618
0;AR-USD;40.23801;40.23801;2022-02-08 02:32:00;1644287618
0;CELO-USD;3.5273314;3.5273314;2022-02-08 02:32:00;1644287618
0;TFUEL-USD;0.21975504;0.21975504;2022-02-08 02:32:00;1644287618
0;COMP-USD;4.826E-8;4.826E-8;2022-01-23 18:33:00;1644287618
0;IOTX-USD;0.090914264;0.090914264;2022-02-08 02:32:00;1644287618
0;XEM-USD;0.12081322;0.12081322;2022-02-08 02:32:00;1644287618
0;QTUM-USD;7.441891;7.441891;2022-02-08 02:32:00;1644287618
0;WAXP-USD;0.38581434;0.38581434;2022-02-08 02:32:00;1644287618
0;TUSD-USD;0.9997153;0.9997153;2022-02-08 02:32:00;1644287618
0;DCR-USD;71.5896;71.5896;2022-02-08 02:32:00;1644287618
0;ZEN-USD;47.81968;47.81968;2022-02-08 02:32:00;1644287618
0;CTC1-USD;0.0031775008;0.0031775008;2022-02-08 02:32:00;1644287618
0;ANKR-USD;0.08916888;0.08916888;2022-02-08 02:32:00;1644287618
0;ICX-USD;0.9131286;0.9131286;2022-02-08 02:32:00;1644287618
0;XDC-USD;0.067462035;0.067462035;2022-02-08 02:32:00;1644287618
0;SC-USD;0.012231392;0.012231392;2022-02-08 02:32:00;1644287618
0;ROSE-USD;0.37919176;0.37919176;2022-02-08 02:32:00;1644287618
0;OMG-USD;5.5727468;5.5727468;2022-02-08 02:32:00;1644287618
0;VGX-USD;2.1481009;2.1481009;2022-02-08 02:32:00;1644287618
0;YFI-USD;26324.729;26324.729;2022-02-08 02:32:00;1644287618
0;RVN-USD;0.07820958;0.07820958;2022-02-08 02:32:00;1644287618
0;ZIL-USD;0.05812368;0.05812368;2022-02-08 02:32:00;1644287618
0;OMI-USD;0.0070995167;0.0070995167;2022-02-08 02:32:00;1644287618
0;BTG-USD;36.489193;36.489193;2022-02-08 02:32:00;1644287618
0;STORJ-USD;1.402;1.402;2022-02-08 02:32:00;1644287618
0;CEL-USD;3.0963159;3.0963159;2022-02-08 02:32:00;1644287618
0;ZRX-USD;0.69246733;0.69246733;2022-02-08 02:32:00;1644287618
0;CCXX-USD;57.291344;57.291344;2022-02-08 02:32:00;1644287618
0;BNT-USD;2.8316622;2.8316622;2022-02-08 02:32:00;1644287618
0;SUSHI-USD;4.9124584;4.9124584;2022-02-08 02:32:00;1644287618
0;UMA-USD;6.717089;6.717089;2022-02-08 02:32:00;1644287618
0;DFI-USD;3.3283904;3.3283904;2022-02-08 02:32:00;1644287618
0;SNX-USD;5.8410134;5.8410134;2022-02-08 02:32:00;1644287618
0;VLX-USD;0.30373776;0.30373776;2022-02-08 02:32:00;1644287618
1;BTC-USD;44039.863;44039.863;2022-02-08 02:32:00;1644287655
1;ETH-USD;3149.1702;3149.1702;2022-02-08 02:32:00;1644287655
1;BNB-USD;434.35294;434.35294;2022-02-08 02:32:00;1644287655
1;USDT-USD;1.0006237;1.0006237;2022-02-08 02:32:00;1644287655
1;SOL1-USD;0.8244934;0.8244934;2022-02-08 02:32:00;1644287655
